idx,abs_rel,sq_rel,rms,log_rms,a1,a2,a3
41,0.33525822,144.42882,248.61722,2.4460058,46.61253924646782,96.38932496075353,97.30671114599686
42,0.12778997,0.03993737,83.49583,0.24798042,90.62957763671875,97.3724365234375,98.5626220703125
43,0.1784859,6.174767,58.055927,4.4744124,86.62012302845832,87.7886805304272,88.91892467167578
44,0.24382393,0.08735796,98.77201,0.2208717,62.8204345703125,93.06793212890625,98.858642578125
45,0.2770585,24.613977,81.17925,3.5042431,85.6987510097558,90.9106443795439,92.06953333747592
46,0.20365556,0.12215613,53.260788,0.3279311,70.21636962890625,88.54522705078125,96.18682861328125
47,0.6172088,1408.1067,30.679312,0.33171022,92.40259341199607,95.02673303834808,96.77206243854474
48,0.17412637,0.113229975,57.56529,2.398837,76.66008298501063,88.03454136236277,91.7413072435809
49,0.14443834,0.040988848,82.09281,0.18278974,88.35601806640625,96.966552734375,99.9847412109375
50,0.07580276,0.010469108,41.204597,0.1350215,94.891357421875,99.7833251953125,99.9786376953125
51,0.43468216,401.97513,157.45932,5.083418,40.84570929373026,83.15301391035548,87.62347960486527
